scrape_id,last_scraped,host_since,neighbourhood,price
20200000000000.0,1/2/15,11/3/13,Hell's Kitchen,$288.00 
20200000000000.0,1/2/15,10/6/12,Hamilton Heights,$80.00 
20200000000000.0,1/2/15,10/15/13,Prospect Heights,$125.00 
20200000000000.0,1/3/15,10/29/14,Allerton,$70.00 
20200000000000.0,1/3/15,4/25/14,West Village,$150.00 
20200000000000.0,1/2/15,8/5/14,East Harlem,$75.00 
20200000000000.0,1/2/15,6/4/11,Fort Greene,$165.00 
20200000000000.0,1/3/15,11/30/10,Hell's Kitchen,$175.00 
20200000000000.0,1/3/15,5/27/11,Bushwick,$45.00 
20200000000000.0,1/2/15,10/27/14,Bedford-Stuyvesant,$79.00 
20200000000000.0,1/2/15,9/1/13,Midtown East,$160.00 
20200000000000.0,1/2/15,7/24/14,Morningside Heights,$169.00 
20200000000000.0,1/2/15,3/1/14,Hamilton Heights,$75.00 
20200000000000.0,1/3/15,5/15/14,Fort Greene,$75.00 
20200000000000.0,1/3/15,8/30/10,Washington Heights,$100.00 
20200000000000.0,1/3/15,4/23/13,Bedford-Stuyvesant,$180.00 
20200000000000.0,1/3/15,8/19/14,Washington Heights,$70.00 
20200000000000.0,1/3/15,6/5/13,Bushwick,$59.00 
20200000000000.0,1/3/15,12/2/11,Fort Greene,$215.00 
20200000000000.0,1/3/15,6/19/13,Nolita,$155.00 
20200000000000.0,1/3/15,5/10/12,Tribeca,$400.00 
20200000000000.0,1/2/15,9/13/12,,$90.00 
20200000000000.0,1/2/15,6/11/13,Bedford-Stuyvesant,$75.00 
20200000000000.0,1/3/15,7/29/14,Financial District,$170.00 
20200000000000.0,1/3/15,11/23/14,Greenpoint,$60.00 
20200000000000.0,1/2/15,2/9/11,East Village,$500.00 
20200000000000.0,1/2/15,7/25/12,Bushwick,$60.00 
20200000000000.0,1/2/15,3/22/12,Bedford-Stuyvesant,$150.00 
20200000000000.0,1/3/15,11/16/11,Midtown East,$189.00 
20200000000000.0,1/2/15,2/9/14,Hell's Kitchen,$140.00 
20200000000000.0,1/3/15,7/10/13,Soho,$285.00 
20200000000000.0,1/3/15,11/1/10,Midtown,$200.00 
20200000000000.0,1/2/15,10/7/14,Hell's Kitchen,$375.00 
20200000000000.0,1/3/15,10/20/11,Harlem,$55.00 
20200000000000.0,1/3/15,4/23/13,Kips Bay,$240.00 
20200000000000.0,1/3/15,8/9/11,Bedford-Stuyvesant,$90.00 
20200000000000.0,1/2/15,9/26/11,Crown Heights,$75.00 
20200000000000.0,1/3/15,2/7/13,Chinatown,$100.00 
20200000000000.0,1/3/15,5/29/12,Hamilton Heights,$85.00 
20200000000000.0,1/2/15,7/11/14,Financial District,$362.00 
20200000000000.0,1/3/15,8/19/13,Washington Heights,$50.00 
20200000000000.0,1/3/15,10/15/14,Hell's Kitchen,$149.00 
20200000000000.0,1/3/15,2/25/13,Hamilton Heights,$167.00 
20200000000000.0,1/3/15,10/3/14,West Village,$225.00 
20200000000000.0,1/3/15,7/23/13,West Village,$85.00 
20200000000000.0,1/3/15,11/10/10,Midtown,$110.00 
20200000000000.0,1/2/15,8/9/14,Chinatown,$200.00 
20200000000000.0,1/2/15,11/27/14,Bushwick,$50.00 
20200000000000.0,1/3/15,7/13/14,Financial District,$120.00 
20200000000000.0,1/2/15,12/15/13,West Village,$195.00 
20200000000000.0,1/3/15,7/26/13,East Village,$175.00 
20200000000000.0,1/3/15,10/7/10,Hell's Kitchen,$105.00 
20200000000000.0,1/3/15,8/5/14,East Village,$400.00 
20200000000000.0,1/3/15,11/26/13,East Harlem,$115.00 
20200000000000.0,1/2/15,8/17/14,Financial District,$200.00 
20200000000000.0,1/3/15,11/6/14,Harlem,$105.00 
20200000000000.0,1/3/15,6/30/14,West Village,$499.00 
20200000000000.0,1/2/15,10/26/12,Hell's Kitchen,$600.00 
20200000000000.0,1/2/15,9/19/14,Downtown Brooklyn,$100.00 
20200000000000.0,1/3/15,4/11/12,East Harlem,$70.00 
20200000000000.0,1/2/15,9/28/11,East Harlem,$100.00 
20200000000000.0,1/3/15,1/9/12,Hamilton Heights,$100.00 
20200000000000.0,1/2/15,8/29/14,,$210.00 
20200000000000.0,1/3/15,7/24/13,Lefferts Garden,$70.00 
20200000000000.0,1/3/15,6/17/11,Morningside Heights,$145.00 
20200000000000.0,1/3/15,10/31/12,Soho,$199.00 
20200000000000.0,1/3/15,7/22/13,East Harlem,$100.00 
20200000000000.0,1/3/15,6/23/14,Crown Heights,$50.00 
20200000000000.0,1/2/15,7/26/13,Midtown,$550.00 
20200000000000.0,1/3/15,5/15/14,East Harlem,$75.00 
20200000000000.0,1/3/15,2/3/14,Hamilton Heights,$115.00 
20200000000000.0,1/3/15,2/29/12,Washington Heights,$150.00 
20200000000000.0,1/2/15,9/14/12,Financial District,$135.00 
20200000000000.0,1/3/15,12/1/13,Ridgewood,$100.00 
20200000000000.0,1/3/15,12/12/13,West Village,$349.00 
20200000000000.0,1/3/15,10/5/14,Bushwick,$110.00 
20200000000000.0,1/2/15,2/20/13,Soho,$700.00 
20200000000000.0,1/3/15,1/26/14,Tribeca,$750.00 
20200000000000.0,1/3/15,4/25/13,Hell's Kitchen,$270.00 
20200000000000.0,1/3/15,10/9/11,Jackson Heights,$99.00 
20200000000000.0,1/2/15,10/29/13,Chinatown,$199.00 
20200000000000.0,1/3/15,12/7/13,Hell's Kitchen,$100.00 
20200000000000.0,1/2/15,8/2/11,Midtown East,$110.00 
20200000000000.0,1/3/15,7/17/13,Crown Heights,$75.00 
20200000000000.0,1/3/15,1/10/14,East Harlem,$89.00 
20200000000000.0,1/2/15,1/23/14,East Village,$800.00 
20200000000000.0,1/2/15,12/13/14,Bedford-Stuyvesant,$50.00 
20200000000000.0,1/2/15,10/16/14,Gramercy Park,$80.00 
20200000000000.0,1/3/15,7/7/13,Greenpoint,$150.00 
20200000000000.0,1/3/15,4/16/09,Harlem,$125.00 
20200000000000.0,1/3/15,5/26/13,Crown Heights,$295.00 
20200000000000.0,1/3/15,1/10/12,Harlem,$110.00 
20200000000000.0,1/3/15,4/2/13,Bedford-Stuyvesant,$100.00 
20200000000000.0,1/3/15,2/4/14,Bushwick,$40.00 
20200000000000.0,1/2/15,2/16/14,East Harlem,$240.00 
20200000000000.0,1/3/15,4/21/13,Fort Greene,$300.00 
20200000000000.0,1/2/15,12/24/11,Van Nest,$50.00 
20200000000000.0,1/3/15,7/10/12,Greenpoint,$150.00 
20200000000000.0,1/3/15,10/28/11,Bedford-Stuyvesant,$125.00 
20200000000000.0,1/2/15,4/24/13,East Harlem,$119.00 
20200000000000.0,1/2/15,11/6/14,East Harlem,$100.00 
20200000000000.0,1/2/15,4/29/14,Bedford-Stuyvesant,$151.00 
20200000000000.0,1/3/15,8/16/11,Harlem,$75.00 
20200000000000.0,1/3/15,9/23/12,East Harlem,$65.00 
20200000000000.0,1/3/15,2/4/11,Greenpoint,$230.00 
20200000000000.0,1/3/15,4/2/11,Soho,$150.00 
20200000000000.0,1/2/15,10/7/14,Bushwick,"$1,150.00 "
20200000000000.0,1/3/15,11/3/12,Bedford-Stuyvesant,$150.00 
20200000000000.0,1/3/15,11/25/12,Flushing,$70.00 
20200000000000.0,1/3/15,10/4/12,Harlem,$120.00 
20200000000000.0,1/2/15,10/17/12,Chinatown,$65.00 
20200000000000.0,1/2/15,7/13/13,Financial District,$355.00 
20200000000000.0,1/3/15,5/5/14,Riverdale,$60.00 
20200000000000.0,1/2/15,7/22/12,Harlem,$70.00 
20200000000000.0,1/3/15,9/29/14,Bushwick,$54.00 
20200000000000.0,1/2/15,7/28/12,Nolita,$249.00 
20200000000000.0,1/3/15,1/12/14,Flatiron District,$250.00 
20200000000000.0,1/3/15,4/18/12,Washington Heights,$150.00 
20200000000000.0,1/3/15,11/4/11,Crown Heights,$120.00 
20200000000000.0,1/2/15,7/18/12,Chinatown,$89.00 
20200000000000.0,1/2/15,4/23/12,Alphabet City,$155.00 
20200000000000.0,1/3/15,6/16/12,Morningside Heights,$80.00 
20200000000000.0,1/3/15,10/6/12,East Harlem,$65.00 
20200000000000.0,1/2/15,3/20/13,Soho,$200.00 
20200000000000.0,1/2/15,10/4/14,Crown Heights,$150.00 
20200000000000.0,1/3/15,6/15/12,Financial District,$395.00 
20200000000000.0,1/3/15,10/10/10,East Village,$150.00 
20200000000000.0,1/2/15,3/1/11,Greenpoint,$199.00 
20200000000000.0,1/3/15,7/30/10,Fort Greene,$90.00 
20200000000000.0,1/3/15,4/28/10,West Village,$239.00 
20200000000000.0,1/2/15,7/31/13,Murray Hill,$225.00 
20200000000000.0,1/2/15,3/18/11,Harlem,$89.00 
20200000000000.0,1/2/15,3/1/11,Greenpoint,$199.00 
20200000000000.0,1/3/15,6/15/13,Sunset Park,$50.00 
20200000000000.0,1/2/15,9/17/13,Red Hook,$135.00 
20200000000000.0,1/2/15,8/26/11,Harlem,$199.00 
20200000000000.0,1/3/15,2/15/13,West Village,$180.00 
20200000000000.0,1/2/15,4/29/13,Lower East Side,$75.00 
20200000000000.0,1/2/15,10/13/13,East Village,$200.00 
20200000000000.0,1/2/15,10/15/14,Hell's Kitchen,$499.00 
20200000000000.0,1/3/15,6/22/11,Harlem,$150.00 
20200000000000.0,1/3/15,6/1/11,Hell's Kitchen,$299.00 
20200000000000.0,1/2/15,3/1/11,Greenpoint,$249.00 
20200000000000.0,1/3/15,11/25/10,Midtown East,$180.00 
20200000000000.0,1/3/15,9/24/14,East Village,$143.00 
20200000000000.0,1/3/15,3/5/13,Chinatown,$80.00 
20200000000000.0,1/3/15,6/6/13,Lower East Side,$110.00 
20200000000000.0,1/2/15,11/27/12,East Village,$95.00 
20200000000000.0,1/2/15,9/16/14,Bedford-Stuyvesant,$80.00 
20200000000000.0,1/2/15,9/12/12,Hell's Kitchen,$300.00 
20200000000000.0,1/3/15,10/11/12,Hell's Kitchen,$249.00 
20200000000000.0,1/3/15,8/12/14,Washington Heights,$100.00 
20200000000000.0,1/2/15,9/29/14,East Harlem,$200.00 
20200000000000.0,1/2/15,8/22/10,Bedford-Stuyvesant,$80.00 
20200000000000.0,1/3/15,3/10/14,Greenpoint,$50.00 
20200000000000.0,1/3/15,4/19/11,Kips Bay,$150.00 
20200000000000.0,1/2/15,4/27/13,Bayside,$55.00 
20200000000000.0,1/3/15,12/17/13,Crown Heights,$45.00 
20200000000000.0,1/2/15,3/16/11,Downtown Brooklyn,$200.00 
20200000000000.0,1/2/15,2/6/09,Flatiron District,$190.00 
20200000000000.0,1/3/15,10/27/14,Hell's Kitchen,$99.00 
20200000000000.0,1/3/15,12/16/13,Highbridge,$75.00 
20200000000000.0,1/2/15,6/9/14,Washington Heights,$120.00 
20200000000000.0,1/3/15,12/18/11,Crown Heights,$75.00 
20200000000000.0,1/3/15,7/21/14,Gramercy Park,$99.00 
20200000000000.0,1/3/15,6/3/10,Bushwick,$150.00 
20200000000000.0,1/3/15,2/1/09,Harlem,$150.00 
20200000000000.0,1/2/15,9/12/13,Greenpoint,$200.00 
20200000000000.0,1/2/15,12/30/11,Harlem,$143.00 
20200000000000.0,1/2/15,10/8/14,Midtown East,$150.00 
20200000000000.0,1/3/15,5/24/11,Bedford-Stuyvesant,$99.00 
20200000000000.0,1/3/15,2/29/12,Hell's Kitchen,$90.00 
20200000000000.0,1/3/15,7/30/13,East Harlem,$45.00 
20200000000000.0,1/2/15,8/2/12,Washington Heights,$130.00 
20200000000000.0,1/3/15,7/17/13,Crown Heights,$85.00 
20200000000000.0,1/2/15,2/5/14,Lefferts Garden,$75.00 
20200000000000.0,1/3/15,4/22/13,East Village,$130.00 
20200000000000.0,1/2/15,12/25/10,East Flatbush,$85.00 
20200000000000.0,1/3/15,11/3/12,Nolita,$150.00 
20200000000000.0,1/3/15,7/27/14,East Village,$275.00 
20200000000000.0,1/3/15,2/25/09,East Harlem,$99.00 
20200000000000.0,1/2/15,10/7/14,Upper East Side,$200.00 
20200000000000.0,1/2/15,10/1/13,Bushwick,$65.00 
20200000000000.0,1/2/15,1/3/14,Greenpoint,$131.00 
20200000000000.0,1/2/15,11/11/11,Chelsea,$289.00 
20200000000000.0,1/3/15,11/30/12,Hell's Kitchen,$200.00 
20200000000000.0,1/3/15,10/9/10,East Village,$105.00 
20200000000000.0,1/3/15,12/1/14,East Harlem,$60.00 
20200000000000.0,1/2/15,1/22/14,Flatiron District,$550.00 
20200000000000.0,1/3/15,8/19/11,Hamilton Heights,$125.00 
20200000000000.0,1/2/15,3/1/11,Greenpoint,$199.00 
20200000000000.0,1/2/15,5/11/11,Bedford-Stuyvesant,$30.00 
20200000000000.0,1/3/15,2/3/13,West Village,$185.00 
20200000000000.0,1/2/15,7/31/14,Bedford-Stuyvesant,$60.00 
20200000000000.0,1/3/15,9/24/12,Bushwick,$86.00 
20200000000000.0,1/2/15,8/28/11,Washington Heights,$65.00 
20200000000000.0,1/2/15,4/6/11,Greenpoint,$130.00 
20200000000000.0,1/2/15,1/8/11,St. George,$200.00 
20200000000000.0,1/3/15,5/9/14,Bedford-Stuyvesant,$100.00 
20200000000000.0,1/3/15,7/22/11,Bushwick,$40.00 
20200000000000.0,1/3/15,3/24/14,Hamilton Heights,$110.00 
20200000000000.0,1/3/15,3/22/13,Union Square,$200.00 
20200000000000.0,1/2/15,2/22/10,Harlem,$130.00 
20200000000000.0,1/2/15,1/22/14,Kips Bay,"$1,200.00 "
20200000000000.0,1/2/15,5/22/12,Harlem,$149.00 
20200000000000.0,1/3/15,5/10/14,East Village,$170.00 
20200000000000.0,1/3/15,7/8/13,Hell's Kitchen,$150.00 
20200000000000.0,1/3/15,3/1/11,Greenpoint,$199.00 
20200000000000.0,1/3/15,5/11/11,Bedford-Stuyvesant,$30.00 
20200000000000.0,1/2/15,11/25/13,Harlem,$200.00 
20200000000000.0,1/3/15,8/21/13,Midtown,$130.00 
20200000000000.0,1/3/15,6/22/11,Harlem,$99.00 
20200000000000.0,1/2/15,7/24/14,West Village,$400.00 
20200000000000.0,1/3/15,6/10/11,Fort Greene,$200.00 
20200000000000.0,1/3/15,6/2/14,Bushwick,$59.00 
20200000000000.0,1/3/15,10/31/13,Wakefield,$33.00 
20200000000000.0,1/3/15,4/29/12,Hell's Kitchen,$149.00 
20200000000000.0,1/3/15,7/5/12,East Harlem,$99.00 
20200000000000.0,1/3/15,9/27/11,Bedford-Stuyvesant,$149.00 
20200000000000.0,1/3/15,6/2/14,Bushwick,$70.00 
20200000000000.0,1/3/15,8/4/11,Prospect Heights,$165.00 
20200000000000.0,1/3/15,12/10/10,Bedford-Stuyvesant,$75.00 
20200000000000.0,1/3/15,1/7/14,Soho,$150.00 
20200000000000.0,1/3/15,8/6/14,Crown Heights,$75.00 
20200000000000.0,1/3/15,2/23/14,Crown Heights,$110.00 
20200000000000.0,1/2/15,4/4/12,West Village,$249.00 
20200000000000.0,1/2/15,11/25/12,East Village,$220.00 
20200000000000.0,1/3/15,1/26/14,Bushwick,$70.00 
20200000000000.0,1/2/15,1/14/11,Bedford-Stuyvesant,$189.00 
20200000000000.0,1/3/15,8/28/14,Bedford-Stuyvesant,$100.00 
20200000000000.0,1/3/15,8/19/12,Bedford-Stuyvesant,$80.00 
20200000000000.0,1/2/15,6/6/12,Morningside Heights,$100.00 
20200000000000.0,1/3/15,8/18/14,Bedford-Stuyvesant,$45.00 
20200000000000.0,1/2/15,7/24/12,Financial District,$177.00 
20200000000000.0,1/3/15,2/11/12,East Village,$265.00 
20200000000000.0,1/2/15,8/25/12,Hamilton Heights,$85.00 
20200000000000.0,1/3/15,12/16/12,Kips Bay,$180.00 
20200000000000.0,1/3/15,4/23/14,Financial District,$130.00 
20200000000000.0,1/2/15,5/2/10,Midtown East,$259.00 
20200000000000.0,1/3/15,4/5/12,Financial District,$160.00 
20200000000000.0,1/3/15,5/4/14,Morningside Heights,$59.00 
20200000000000.0,1/2/15,11/14/11,Times Square/Theatre District,$450.00 
20200000000000.0,1/2/15,11/3/14,Jamaica,$55.00 
20200000000000.0,1/3/15,11/5/14,East New York,$250.00 
20200000000000.0,1/2/15,4/18/11,Harlem,$150.00 
20200000000000.0,1/3/15,6/22/11,Crown Heights,$50.00 
20200000000000.0,1/2/15,6/25/12,Midtown East,$190.00 
20200000000000.0,1/2/15,5/12/14,Harlem,$60.00 
20200000000000.0,1/3/15,10/22/14,East Harlem,$99.00 
20200000000000.0,1/3/15,12/3/11,Morningside Heights,$160.00 
20200000000000.0,1/3/15,9/15/11,Washington Heights,$80.00 
20200000000000.0,1/3/15,12/9/12,Greenpoint,$65.00 
20200000000000.0,1/2/15,6/18/14,Hamilton Heights,$155.00 
20200000000000.0,1/2/15,12/5/14,West Village,$220.00 
20200000000000.0,1/2/15,10/24/13,Bushwick,$100.00 
20200000000000.0,1/3/15,8/20/13,Hamilton Heights,$75.00 
20200000000000.0,1/3/15,4/16/13,Gramercy Park,$215.00 
20200000000000.0,1/2/15,6/15/12,Bushwick,$60.00 
20200000000000.0,1/3/15,10/19/13,Bushwick,$80.00 
20200000000000.0,1/3/15,6/2/10,Kips Bay,$100.00 
20200000000000.0,1/2/15,6/2/12,Washington Heights,$135.00 
20200000000000.0,1/3/15,7/14/11,Morningside Heights,$100.00 
20200000000000.0,1/2/15,6/26/11,Hamilton Heights,$78.00 
20200000000000.0,1/3/15,6/10/13,West Village,$125.00 
20200000000000.0,1/2/15,8/30/10,Cobble Hill,$150.00 
20200000000000.0,1/3/15,5/5/12,Fort Greene,$70.00 
20200000000000.0,1/3/15,12/19/10,Crown Heights,$25.00 
20200000000000.0,1/3/15,10/24/12,Greenpoint,$195.00 
20200000000000.0,1/2/15,2/3/14,Hamilton Heights,$115.00 
20200000000000.0,1/2/15,6/24/14,Bushwick,$60.00 
20200000000000.0,1/2/15,9/3/12,Hamilton Heights,$95.00 
20200000000000.0,1/3/15,7/6/14,Flatiron District,$675.00 
20200000000000.0,1/3/15,8/5/11,West Village,$220.00 
20200000000000.0,1/3/15,9/13/12,Financial District,$175.00 
20200000000000.0,1/3/15,12/9/14,Greenpoint,$60.00 
20200000000000.0,1/2/15,11/3/14,Jamaica,$65.00 
20200000000000.0,1/3/15,6/11/14,Hamilton Heights,$80.00 
20200000000000.0,1/3/15,6/3/14,Soho,$199.00 
20200000000000.0,1/3/15,12/3/14,Financial District,$115.00 
20200000000000.0,1/2/15,4/5/14,Tribeca,$900.00 
20200000000000.0,1/3/15,9/6/14,Washington Heights,$57.00 
20200000000000.0,1/3/15,6/4/13,Lefferts Garden,$65.00 
20200000000000.0,1/3/15,4/19/14,Hell's Kitchen,$95.00 
20200000000000.0,1/2/15,10/30/13,Financial District,$260.00 
20200000000000.0,1/3/15,5/7/12,West Village,$79.00 
20200000000000.0,1/2/15,8/25/14,Harlem,$99.00 
20200000000000.0,1/3/15,6/26/14,Prospect Heights,$70.00 
20200000000000.0,1/3/15,2/14/11,Soho,$109.00 
20200000000000.0,1/2/15,10/16/14,Nolita,$245.00 
20200000000000.0,1/3/15,3/29/14,Greenpoint,$350.00 
20200000000000.0,1/3/15,1/19/10,Harlem,$300.00 
20200000000000.0,1/3/15,8/24/14,Downtown Brooklyn,$180.00 
20200000000000.0,1/2/15,7/7/12,Bushwick,$45.00 
20200000000000.0,1/3/15,6/12/14,Midtown East,$150.00 
20200000000000.0,1/3/15,12/30/13,Bushwick,$60.00 
20200000000000.0,1/2/15,8/22/10,Bedford-Stuyvesant,$90.00 
20200000000000.0,1/2/15,9/9/12,Bushwick,$75.00 
20200000000000.0,1/2/15,11/17/10,Soho,$600.00 
20200000000000.0,1/3/15,3/7/13,Soho,$175.00 
20200000000000.0,1/3/15,5/16/13,St. George,$68.00 
20200000000000.0,1/3/15,7/13/11,Prospect Heights,$190.00 
20200000000000.0,1/3/15,8/16/11,Lefferts Garden,$125.00 
20200000000000.0,1/2/15,12/21/11,Bushwick,$55.00 
20200000000000.0,1/3/15,1/16/14,Gramercy Park,$650.00 
20200000000000.0,1/3/15,7/12/13,West Village,$250.00 
20200000000000.0,1/2/15,10/13/13,Brighton Beach,$75.00 
20200000000000.0,1/2/15,11/19/14,Bedford-Stuyvesant,$65.00 
20200000000000.0,1/2/15,8/20/12,Bedford-Stuyvesant,$90.00 
20200000000000.0,1/3/15,5/13/14,Financial District,$150.00 
20200000000000.0,1/2/15,9/18/13,Ridgewood,$55.00 
20200000000000.0,1/3/15,7/31/13,Nolita,$550.00 
20200000000000.0,1/3/15,7/27/14,Prospect Heights,$80.00 
20200000000000.0,1/3/15,5/1/14,West Village,$180.00 
20200000000000.0,1/3/15,12/6/13,East Harlem,$100.00 
20200000000000.0,1/3/15,10/13/12,Crown Heights,$56.00 
20200000000000.0,1/3/15,4/29/14,Bedford-Stuyvesant,$151.00 
20200000000000.0,1/3/15,5/5/13,Flatiron District,$225.00 
20200000000000.0,1/2/15,1/13/13,West Village,$270.00 
20200000000000.0,1/3/15,7/5/12,Crown Heights,$150.00 
20200000000000.0,1/2/15,12/9/10,Crown Heights,$55.00 
20200000000000.0,1/2/15,11/12/11,Bedford-Stuyvesant,$230.00 
20200000000000.0,1/3/15,5/26/13,Lefferts Garden,$75.00 
20200000000000.0,1/3/15,4/15/13,East Harlem,$100.00 
20200000000000.0,1/3/15,7/21/13,Washington Heights,$195.00 
20200000000000.0,1/2/15,2/15/13,Ridgewood,$85.00 
20200000000000.0,1/3/15,10/23/11,West Village,$150.00 
20200000000000.0,1/2/15,10/16/14,Harlem,$85.00 
20200000000000.0,1/3/15,1/12/12,Crown Heights,$50.00 
20200000000000.0,1/2/15,2/10/14,Jamaica,$100.00 
20200000000000.0,1/3/15,2/21/13,Gramercy Park,$500.00 
20200000000000.0,1/3/15,6/23/11,Greenpoint,$199.00 
20200000000000.0,1/3/15,6/30/14,Fort Greene,$120.00 
20200000000000.0,1/3/15,5/27/14,Bushwick,$118.00 
20200000000000.0,1/2/15,5/19/14,Hell's Kitchen,$95.00 
20200000000000.0,1/3/15,9/10/13,Greenpoint,$75.00 
20200000000000.0,1/2/15,1/13/14,Hell's Kitchen,$200.00 
20200000000000.0,1/3/15,12/5/11,Harlem,$90.00 
20200000000000.0,1/3/15,12/21/13,Hamilton Heights,$149.00 
20200000000000.0,1/3/15,12/12/11,Union Square,$69.00 
20200000000000.0,1/2/15,10/20/14,Hell's Kitchen,$250.00 
20200000000000.0,1/3/15,8/29/14,Midtown East,$210.00 
20200000000000.0,1/2/15,7/18/10,Bushwick,$88.00 
20200000000000.0,1/3/15,12/15/10,East Village,$125.00 
20200000000000.0,1/2/15,11/27/13,Washington Heights,$60.00 
20200000000000.0,1/3/15,7/31/14,Nolita,$260.00 
20200000000000.0,1/2/15,6/30/14,Bushwick,$56.00 
20200000000000.0,1/3/15,9/6/14,Lefferts Garden,$75.00 
20200000000000.0,1/2/15,8/14/14,East Village,$200.00 
20200000000000.0,1/3/15,8/29/14,Midtown,$157.00 
20200000000000.0,1/3/15,9/20/10,Cobble Hill,$250.00 
20200000000000.0,1/3/15,11/7/11,Chinatown,$500.00 
20200000000000.0,1/2/15,12/9/13,Noho,$300.00 
20200000000000.0,1/3/15,5/30/10,Bushwick,$115.00 
20200000000000.0,1/2/15,12/10/11,Crown Heights,$110.00 
20200000000000.0,1/3/15,12/16/13,Washington Heights,$100.00 
20200000000000.0,1/3/15,10/7/11,Fort Greene,$175.00 
20200000000000.0,1/2/15,9/28/13,Fort Greene,$185.00 
20200000000000.0,1/2/15,11/26/14,Nolita,$200.00 
20200000000000.0,1/2/15,2/10/14,Jamaica,$125.00 
20200000000000.0,1/2/15,11/25/13,West Village,$350.00 
20200000000000.0,1/2/15,8/11/12,Hell's Kitchen,$150.00 
20200000000000.0,1/3/15,12/17/13,Upper East Side,$150.00 
20200000000000.0,1/3/15,11/14/14,Fort Greene,$150.00 
20200000000000.0,1/3/15,11/14/14,Baychester,$59.00 
20200000000000.0,1/3/15,8/22/11,Crown Heights,$75.00 
20200000000000.0,1/3/15,8/11/13,Jackson Heights,$50.00 
20200000000000.0,1/3/15,7/1/10,West Village,$125.00 
20200000000000.0,1/3/15,2/21/12,Lefferts Garden,$83.00 
20200000000000.0,1/2/15,10/3/12,East Village,$75.00 
20200000000000.0,1/3/15,1/24/13,Greenpoint,$55.00 
20200000000000.0,1/3/15,10/17/13,Bedford-Stuyvesant,$90.00 
20200000000000.0,1/3/15,10/10/10,East Village,$150.00 
20200000000000.0,1/3/15,1/27/13,Washington Heights,$210.00 
20200000000000.0,1/2/15,12/9/13,Hell's Kitchen,$200.00 
20200000000000.0,1/2/15,12/12/12,East Village,$188.00 
20200000000000.0,1/2/15,8/27/14,Bedford-Stuyvesant,$225.00 
20200000000000.0,1/3/15,3/29/14,Brooklyn Navy Yard,$250.00 
20200000000000.0,1/3/15,6/13/12,Hell's Kitchen,$165.00 
20200000000000.0,1/2/15,8/30/13,Hamilton Heights,$100.00 
20200000000000.0,1/3/15,6/3/13,Gramercy Park,$175.00 
20200000000000.0,1/3/15,8/21/14,Crown Heights,$50.00 
20200000000000.0,1/3/15,6/29/14,Fort Greene,$116.00 
20200000000000.0,1/3/15,1/12/12,Crown Heights,$55.00 
20200000000000.0,1/3/15,12/17/13,Jamaica,$59.00 
20200000000000.0,1/3/15,8/26/12,Bushwick,$80.00 
20200000000000.0,1/2/15,1/15/10,Crown Heights,$65.00 
20200000000000.0,1/3/15,8/10/12,Greenpoint,$110.00 
20200000000000.0,1/3/15,2/9/14,Hell's Kitchen,$140.00 
20200000000000.0,1/2/15,8/17/13,Forest Hills,$105.00 
20200000000000.0,1/3/15,1/15/12,West Village,$160.00 
20200000000000.0,1/3/15,7/14/14,Financial District,$35.00 
20200000000000.0,1/3/15,2/22/13,Soho,$210.00 
20200000000000.0,1/3/15,8/10/11,Bedford-Stuyvesant,$149.00 
20200000000000.0,1/3/15,5/19/11,West Village,$110.00 
20200000000000.0,1/2/15,2/10/12,Flatiron District,$169.00 
20200000000000.0,1/2/15,12/7/13,Prospect Heights,$250.00 
20200000000000.0,1/2/15,7/7/14,Kips Bay,$200.00 
20200000000000.0,1/3/15,5/19/11,West Village,$130.00 
20200000000000.0,1/3/15,8/25/13,Hell's Kitchen,$110.00 
20200000000000.0,1/2/15,11/14/13,Washington Heights,$50.00 
20200000000000.0,1/3/15,3/2/13,Prospect Heights,$149.00 
20200000000000.0,1/3/15,7/27/14,Downtown Brooklyn,$210.00 
20200000000000.0,1/2/15,12/28/13,East Harlem,$95.00 
20200000000000.0,1/3/15,6/23/14,Bedford-Stuyvesant,$199.00 
20200000000000.0,1/3/15,10/21/10,Greenpoint,$170.00 
20200000000000.0,1/2/15,9/14/12,Fort Greene,$140.00 
20200000000000.0,1/3/15,7/14/14,Hell's Kitchen,$125.00 
20200000000000.0,1/3/15,4/10/11,East Village,$175.00 
20200000000000.0,1/3/15,8/7/11,Midtown,$275.00 
20200000000000.0,1/2/15,8/17/13,Midtown,$295.00 
20200000000000.0,1/2/15,12/21/14,Fort Greene,"$1,000.00 "
20200000000000.0,1/3/15,10/14/12,Nolita,$950.00 
20200000000000.0,1/2/15,6/5/12,East Harlem,$75.00 
20200000000000.0,1/3/15,1/4/13,Bushwick,$95.00 
20200000000000.0,1/2/15,6/29/14,Noho,$175.00 
20200000000000.0,1/2/15,9/15/13,Times Square/Theatre District,$199.00 
20200000000000.0,1/3/15,9/15/14,Crown Heights,$120.00 
20200000000000.0,1/3/15,10/19/12,Inwood,$60.00 
20200000000000.0,1/3/15,1/15/14,Fordham,$155.00 
20200000000000.0,1/2/15,4/30/11,East Village,$140.00 
20200000000000.0,1/2/15,2/21/13,Crown Heights,$159.00 
20200000000000.0,1/3/15,6/28/12,Lefferts Garden,$120.00 
20200000000000.0,1/3/15,6/28/14,Ridgewood,$115.00 
