scrape_id,last_scraped,host_since,neighbourhood,price
20200000000000.0,1/2/15,1/7/14,Upper East Side,$90.00 
20200000000000.0,1/2/15,4/27/14,Lower East Side,$105.00 
20200000000000.0,1/3/15,11/26/12,Prospect Heights,$100.00 
20200000000000.0,1/2/15,4/10/14,Williamsburg,$95.00 
20200000000000.0,1/2/15,3/24/14,Upper East Side,$100.00 
20200000000000.0,1/2/15,9/3/11,Flatbush,$165.00 
20200000000000.0,1/2/15,8/31/11,Astoria,$100.00 
20200000000000.0,1/2/15,9/18/11,Clinton Hill,$269.00 
20200000000000.0,1/2/15,3/29/11,Williamsburg,$290.00 
20200000000000.0,1/2/15,8/13/11,Ditmars / Steinway,$65.00 
20200000000000.0,1/2/15,7/23/14,Upper West Side,$225.00 
20200000000000.0,1/2/15,5/7/14,Park Slope,$169.00 
20200000000000.0,1/2/15,5/1/13,Kensington,$65.00 
20200000000000.0,1/2/15,1/20/14,Sunnyside,$100.00 
20200000000000.0,1/2/15,6/13/10,Williamsburg,$175.00 
20200000000000.0,1/2/15,1/23/13,Clinton Hill,$200.00 
20200000000000.0,1/2/15,3/4/13,Williamsburg,$100.00 
20200000000000.0,1/2/15,4/9/13,Lower East Side,$92.00 
20200000000000.0,1/2/15,1/8/14,Upper West Side,$150.00 
20200000000000.0,1/2/15,3/13/11,Upper West Side,$185.00 
20200000000000.0,1/3/15,8/28/13,Upper West Side,$325.00 
20200000000000.0,1/2/15,7/15/12,Clinton Hill,$200.00 
20200000000000.0,1/2/15,5/12/14,Upper West Side,$140.00 
20200000000000.0,1/2/15,8/17/09,Williamsburg,$45.00 
20200000000000.0,1/2/15,7/2/11,Upper West Side,$169.00 
20200000000000.0,1/2/15,4/18/13,Upper West Side,$170.00 
20200000000000.0,1/2/15,7/22/13,Gowanus,$105.00 
20200000000000.0,1/2/15,5/16/14,Clinton Hill,$199.00 
20200000000000.0,1/2/15,4/29/12,Upper West Side,$180.00 
20200000000000.0,1/2/15,7/11/13,Murray Hill,$550.00 
20200000000000.0,1/2/15,2/26/13,Williamsburg,$75.00 
20200000000000.0,1/2/15,1/5/11,Upper West Side,$289.00 
20200000000000.0,1/2/15,5/6/12,Chelsea,$153.00 
20200000000000.0,1/2/15,7/26/13,Ditmars / Steinway,$277.00 
20200000000000.0,1/2/15,11/30/11,Williamsburg,$150.00 
20200000000000.0,1/2/15,3/7/13,Lower East Side,$299.00 
20200000000000.0,1/3/15,11/5/10,Concourse,$135.00 
20200000000000.0,1/2/15,9/28/13,Carroll Gardens,$215.00 
20200000000000.0,1/2/15,2/9/14,Upper West Side,$229.00 
20200000000000.0,1/2/15,7/17/14,Alphabet City,$100.00 
20200000000000.0,1/2/15,12/12/13,Chelsea,$200.00 
20200000000000.0,1/2/15,12/11/09,Upper East Side,$169.00 
20200000000000.0,1/2/15,7/27/11,Park Slope,$650.00 
20200000000000.0,1/2/15,9/13/12,Alphabet City,$90.00 
20200000000000.0,1/3/15,9/26/12,Lower East Side,$120.00 
20200000000000.0,1/2/15,10/31/13,Murray Hill,$159.00 
20200000000000.0,1/2/15,12/8/14,Kensington,$40.00 
20200000000000.0,1/2/15,10/1/14,Brooklyn Heights,$131.00 
20200000000000.0,1/2/15,11/15/10,Chelsea,$250.00 
20200000000000.0,1/2/15,1/4/12,Astoria,$59.00 
20200000000000.0,1/2/15,7/1/14,Astoria,$60.00 
20200000000000.0,1/2/15,1/22/14,Lower East Side,$165.00 
20200000000000.0,1/2/15,11/9/11,Upper West Side,$40.00 
20200000000000.0,1/2/15,11/25/12,Carroll Gardens,$175.00 
20200000000000.0,1/2/15,8/18/14,Upper East Side,$305.00 
20200000000000.0,1/2/15,9/10/13,Murray Hill,$79.00 
20200000000000.0,1/2/15,1/4/12,Astoria,$132.00 
20200000000000.0,1/2/15,5/17/12,Gowanus,$88.00 
20200000000000.0,1/2/15,11/27/13,Williamsburg,$180.00 
20200000000000.0,1/2/15,11/26/13,Upper West Side,$90.00 
20200000000000.0,1/3/15,4/22/12,Greenwich Village,$150.00 
20200000000000.0,1/2/15,12/6/14,Lower East Side,$145.00 
20200000000000.0,1/3/15,5/6/11,Lower East Side,$140.00 
20200000000000.0,1/2/15,10/22/13,Upper West Side,$300.00 
20200000000000.0,1/2/15,7/12/12,Williamsburg,$69.00 
20200000000000.0,1/2/15,8/25/14,Upper East Side,$175.00 
20200000000000.0,1/2/15,2/3/12,Chelsea,$195.00 
20200000000000.0,1/2/15,1/27/13,Little Italy,$319.00 
20200000000000.0,1/2/15,3/6/14,Sunset Park,$65.00 
20200000000000.0,1/2/15,9/18/14,Chelsea,$90.00 
20200000000000.0,1/2/15,7/4/12,Hudson Square,$285.00 
20200000000000.0,1/2/15,9/27/13,Alphabet City,$450.00 
20200000000000.0,1/2/15,2/9/11,Williamsburg,$145.00 
20200000000000.0,1/3/15,4/24/13,Lower East Side,$155.00 
20200000000000.0,1/2/15,2/9/14,Astoria,$85.00 
20200000000000.0,1/2/15,3/23/13,Williamsburg,$99.00 
20200000000000.0,1/3/15,10/27/14,Clinton Hill,$120.00 
20200000000000.0,1/2/15,4/22/14,Upper East Side,$195.00 
20200000000000.0,1/2/15,10/8/12,Alphabet City,$380.00 
20200000000000.0,1/3/15,4/15/14,Ditmars / Steinway,$62.00 
20200000000000.0,1/3/15,10/17/13,Bay Ridge,$113.00 
20200000000000.0,1/2/15,7/23/11,Clinton Hill,$200.00 
20200000000000.0,1/2/15,3/18/14,Upper East Side,$280.00 
20200000000000.0,1/2/15,6/14/14,Lower East Side,$795.00 
20200000000000.0,1/1/15,8/19/13,Midtown,$89.00 
20200000000000.0,1/3/15,1/31/13,Brooklyn Heights,$190.00 
20200000000000.0,1/2/15,4/21/11,Gowanus,$130.00 
20200000000000.0,1/2/15,7/8/13,Chelsea,$350.00 
20200000000000.0,1/2/15,10/31/13,Murray Hill,$99.00 
20200000000000.0,1/3/15,9/27/10,Upper West Side,$300.00 
20200000000000.0,1/2/15,7/31/13,Williamsburg,$225.00 
20200000000000.0,1/3/15,3/2/11,Sunnyside,$100.00 
20200000000000.0,1/2/15,8/28/12,Meatpacking District,$195.00 
20200000000000.0,1/2/15,8/27/13,Alphabet City,$250.00 
20200000000000.0,1/2/15,5/30/13,Upper East Side,$110.00 
20200000000000.0,1/3/15,7/25/14,Upper East Side,$200.00 
20200000000000.0,1/3/15,5/12/13,Alphabet City,$276.00 
20200000000000.0,1/2/15,1/22/14,Alphabet City,$150.00 
20200000000000.0,1/2/15,5/7/14,Long Island City,$200.00 
20200000000000.0,1/3/15,8/31/11,Upper East Side,$100.00 
20200000000000.0,1/2/15,12/20/11,Williamsburg,$50.00 
20200000000000.0,1/2/15,8/28/12,Flatbush,$80.00 
20200000000000.0,1/2/15,11/9/11,Upper West Side,$43.00 
20200000000000.0,1/2/15,6/20/14,Sunset Park,$75.00 
20200000000000.0,1/2/15,8/1/11,Upper West Side,$150.00 
20200000000000.0,1/3/15,8/2/14,Flatlands,$139.00 
20200000000000.0,1/2/15,7/9/12,Upper West Side,$275.00 
20200000000000.0,1/2/15,11/18/12,Murray Hill,$130.00 
20200000000000.0,1/2/15,7/22/12,Upper East Side,$60.00 
20200000000000.0,1/2/15,12/20/11,Greenwich Village,$185.00 
20200000000000.0,1/2/15,10/16/12,Lower East Side,$199.00 
20200000000000.0,1/2/15,5/20/11,Chelsea,$350.00 
20200000000000.0,1/2/15,4/21/10,Upper West Side,$89.00 
20200000000000.0,1/3/15,5/9/14,Upper East Side,$90.00 
20200000000000.0,1/2/15,8/12/13,Chelsea,$380.00 
20200000000000.0,1/2/15,7/3/14,Williamsburg,$85.00 
20200000000000.0,1/2/15,12/5/13,Lower East Side,$200.00 
20200000000000.0,1/2/15,12/26/12,Williamsburg,$109.00 
20200000000000.0,1/2/15,4/9/13,Lower East Side,$95.00 
20200000000000.0,1/2/15,5/5/14,Upper East Side,$200.00 
20200000000000.0,1/2/15,8/19/12,Williamsburg,$175.00 
20200000000000.0,1/3/15,9/4/12,Alphabet City,$275.00 
20200000000000.0,1/2/15,2/25/13,Upper West Side,$200.00 
20200000000000.0,1/2/15,11/10/13,Lower East Side,$200.00 
20200000000000.0,1/2/15,11/27/12,Chelsea,$75.00 
20200000000000.0,1/2/15,8/29/12,Williamsburg,$135.00 
20200000000000.0,1/3/15,2/25/12,Alphabet City,$120.00 
20200000000000.0,1/2/15,7/2/14,Upper East Side,$250.00 
20200000000000.0,1/2/15,8/22/12,Upper West Side,$160.00 
20200000000000.0,1/2/15,1/25/14,Chelsea,$500.00 
20200000000000.0,1/2/15,11/29/11,Williamsburg,$220.00 
20200000000000.0,1/3/15,9/18/13,Carroll Gardens,$350.00 
20200000000000.0,1/2/15,6/12/14,Murray Hill,$100.00 
20200000000000.0,1/2/15,5/6/12,Park Slope,$220.00 
20200000000000.0,1/3/15,10/23/13,Upper West Side,$335.00 
20200000000000.0,1/2/15,6/10/14,Williamsburg,$55.00 
20200000000000.0,1/2/15,8/1/11,Park Slope,$125.00 
20200000000000.0,1/3/15,1/20/14,Williamsburg,$45.00 
20200000000000.0,1/2/15,4/23/14,Upper East Side,$650.00 
20200000000000.0,1/3/15,11/10/11,Lower East Side,$99.00 
20200000000000.0,1/2/15,11/3/14,Upper East Side,$150.00 
20200000000000.0,1/3/15,9/26/12,Upper East Side,$100.00 
20200000000000.0,1/2/15,1/4/13,Lower East Side,$100.00 
20200000000000.0,1/2/15,12/18/14,Chelsea,$110.00 
20200000000000.0,1/2/15,7/8/14,Murray Hill,$125.00 
20200000000000.0,1/2/15,11/24/12,Williamsburg,$245.00 
20200000000000.0,1/3/15,1/26/14,Upper East Side,$950.00 
20200000000000.0,1/2/15,12/4/14,Sunset Park,$36.00 
20200000000000.0,1/2/15,12/3/12,Carroll Gardens,$190.00 
20200000000000.0,1/2/15,9/26/14,Upper East Side,$185.00 
20200000000000.0,1/2/15,6/30/14,Chelsea,$169.00 
20200000000000.0,1/2/15,8/5/11,Windsor Terrace,$119.00 
20200000000000.0,1/2/15,9/17/13,Brooklyn Heights,$300.00 
20200000000000.0,1/3/15,1/27/13,Upper East Side,$160.00 
20200000000000.0,1/2/15,1/30/13,Williamsburg,$125.00 
20200000000000.0,1/3/15,10/14/11,Chelsea,$229.00 
20200000000000.0,1/2/15,1/20/14,Upper West Side,$200.00 
20200000000000.0,1/2/15,1/5/12,Murray Hill,$90.00 
20200000000000.0,1/3/15,5/22/12,Upper West Side,$150.00 
20200000000000.0,1/3/15,7/23/13,Lower East Side,$195.00 
20200000000000.0,1/3/15,10/15/12,Gramercy Park,$150.00 
20200000000000.0,1/3/15,7/3/14,Long Island City,$99.00 
20200000000000.0,1/2/15,11/11/13,Upper East Side,$200.00 
20200000000000.0,1/3/15,10/28/14,Upper West Side,$125.00 
20200000000000.0,1/2/15,1/29/13,Chelsea,$100.00 
20200000000000.0,1/2/15,12/7/09,Chelsea,$205.00 
20200000000000.0,1/3/15,10/23/13,Upper West Side,$90.00 
20200000000000.0,1/2/15,6/29/12,Upper West Side,$65.00 
20200000000000.0,1/3/15,1/25/14,Chelsea,$150.00 
20200000000000.0,1/2/15,6/23/12,Williamsburg,$225.00 
20200000000000.0,1/3/15,7/14/14,Williamsburg,$59.00 
20200000000000.0,1/2/15,5/8/13,Upper East Side,$240.00 
20200000000000.0,1/2/15,2/13/12,Alphabet City,$235.00 
20200000000000.0,1/2/15,5/13/13,Rego Park,$60.00 
20200000000000.0,1/2/15,12/23/12,Greenwich Village,$300.00 
20200000000000.0,1/2/15,12/9/13,Murray Hill,$205.00 
20200000000000.0,1/2/15,7/14/10,Harlem,$99.00 
20200000000000.0,1/3/15,7/28/11,Upper West Side,$210.00 
20200000000000.0,1/2/15,6/1/14,Red Hook,$100.00 
20200000000000.0,1/2/15,6/20/12,Williamsburg,$150.00 
20200000000000.0,1/2/15,12/8/11,Murray Hill,$200.00 
20200000000000.0,1/2/15,1/25/13,Flatbush,$40.00 
20200000000000.0,1/2/15,5/9/14,Williamsburg,$129.00 
20200000000000.0,1/3/15,11/18/12,Murray Hill,$105.00 
20200000000000.0,1/2/15,7/1/13,Lower East Side,$150.00 
20200000000000.0,1/2/15,7/12/13,Bay Ridge,$45.00 
20200000000000.0,1/3/15,10/19/14,Astoria,$110.00 
20200000000000.0,1/2/15,6/21/12,Lower East Side,$120.00 
20200000000000.0,1/2/15,10/25/13,Upper East Side,$120.00 
20200000000000.0,1/2/15,12/10/13,Alphabet City,$400.00 
20200000000000.0,1/2/15,5/8/13,Upper East Side,$200.00 
20200000000000.0,1/2/15,12/25/12,Greenwich Village,$150.00 
20200000000000.0,1/2/15,9/9/11,Chelsea,$185.00 
20200000000000.0,1/2/15,3/24/13,Williamsburg,$175.00 
20200000000000.0,1/2/15,9/4/14,Williamsburg,$250.00 
20200000000000.0,1/3/15,3/29/14,Bay Ridge,$52.00 
20200000000000.0,1/2/15,1/15/13,Sunnyside,$50.00 
20200000000000.0,1/2/15,7/1/13,Alphabet City,$125.00 
20200000000000.0,1/3/15,9/10/12,Williamsburg,$150.00 
20200000000000.0,1/3/15,6/21/12,Lower East Side,$175.00 
20200000000000.0,1/2/15,1/21/11,Alphabet City,$110.00 
20200000000000.0,1/2/15,10/30/12,Upper East Side,$200.00 
20200000000000.0,1/3/15,9/15/14,Carroll Gardens,$445.00 
20200000000000.0,1/2/15,10/24/14,Astoria,$135.00 
20200000000000.0,1/2/15,5/17/14,Williamsburg,$49.00 
20200000000000.0,1/2/15,5/21/14,Elmhurst,$45.00 
20200000000000.0,1/2/15,12/11/14,Upper West Side,$80.00 
20200000000000.0,1/2/15,10/30/13,Financial District,$260.00 
20200000000000.0,1/2/15,4/16/13,Park Slope,$160.00 
20200000000000.0,1/2/15,1/26/13,Boerum Hill,$170.00 
20200000000000.0,1/3/15,11/1/10,Alphabet City,$325.00 
20200000000000.0,1/2/15,10/11/13,Ditmars / Steinway,$45.00 
20200000000000.0,1/3/15,3/10/14,Chelsea,$225.00 
20200000000000.0,1/2/15,11/17/14,Lower East Side,$100.00 
20200000000000.0,1/2/15,12/9/12,Hudson Square,$199.00 
20200000000000.0,1/3/15,6/2/13,Upper East Side,$279.00 
20200000000000.0,1/2/15,9/9/12,Upper East Side,$200.00 
20200000000000.0,1/2/15,6/16/11,Lower East Side,$10.00 
20200000000000.0,1/2/15,4/21/11,Lower East Side,$80.00 
20200000000000.0,1/2/15,8/13/12,Park Slope,$85.00 
20200000000000.0,1/2/15,8/7/14,Upper West Side,$160.00 
20200000000000.0,1/3/15,10/9/11,Upper East Side,$130.00 
20200000000000.0,1/2/15,2/9/14,Greenwich Village,$205.00 
20200000000000.0,1/2/15,10/26/14,Upper East Side,$299.00 
20200000000000.0,1/2/15,6/13/13,Murray Hill,$229.00 
20200000000000.0,1/2/15,2/25/14,Park Slope,$75.00 
20200000000000.0,1/2/15,5/15/13,Upper East Side,$160.00 
20200000000000.0,1/3/15,3/25/13,Sunnyside,$75.00 
20200000000000.0,1/2/15,12/14/09,Alphabet City,$145.00 
20200000000000.0,1/3/15,12/31/11,Williamsburg,$70.00 
20200000000000.0,1/2/15,7/29/11,Chelsea,$199.00 
20200000000000.0,1/2/15,12/11/13,Brooklyn Heights,$149.00 
20200000000000.0,1/2/15,2/24/13,Park Slope,$185.00 
20200000000000.0,1/2/15,4/24/14,Murray Hill,$250.00 
20200000000000.0,1/2/15,3/2/12,Flatbush,$75.00 
20200000000000.0,1/3/15,7/24/13,Upper East Side,$249.00 
20200000000000.0,1/3/15,5/7/12,Williamsburg,$80.00 
20200000000000.0,1/2/15,6/30/11,Hudson Square,$195.00 
20200000000000.0,1/2/15,6/29/12,Upper West Side,$80.00 
20200000000000.0,1/2/15,7/26/14,Brooklyn Heights,$190.00 
20200000000000.0,1/2/15,3/31/12,Park Slope,$120.00 
20200000000000.0,1/2/15,6/4/11,Flatbush,$47.00 
20200000000000.0,1/3/15,1/27/14,Upper West Side,$750.00 
20200000000000.0,1/2/15,1/15/14,Lower East Side,$150.00 
20200000000000.0,1/2/15,1/9/14,Flatbush,$45.00 
20200000000000.0,1/2/15,7/12/12,Upper West Side,$225.00 
20200000000000.0,1/2/15,8/18/14,Greenwich Village,$400.00 
20200000000000.0,1/2/15,6/20/12,Upper West Side,$150.00 
20200000000000.0,1/2/15,10/17/12,Upper West Side,$590.00 
20200000000000.0,1/2/15,7/13/12,Sunset Park,$75.00 
20200000000000.0,1/2/15,3/30/13,Alphabet City,$369.00 
20200000000000.0,1/2/15,11/18/14,Lower East Side,$135.00 
20200000000000.0,1/2/15,6/28/11,Chelsea,$300.00 
20200000000000.0,1/2/15,7/26/14,Williamsburg,$60.00 
20200000000000.0,1/2/15,8/8/12,Williamsburg,$95.00 
20200000000000.0,1/2/15,3/17/14,Greenwich Village,$115.00 
20200000000000.0,1/2/15,8/30/11,Chelsea,$275.00 
20200000000000.0,1/3/15,12/3/13,Greenwich Village,$200.00 
20200000000000.0,1/2/15,2/27/13,Park Slope,$90.00 
20200000000000.0,1/2/15,6/18/12,Flatbush,$125.00 
20200000000000.0,1/2/15,12/3/13,Chelsea,$160.00 
20200000000000.0,1/2/15,9/21/14,Greenwich Village,$110.00 
20200000000000.0,1/2/15,1/9/14,Alphabet City,$90.00 
20200000000000.0,1/2/15,6/28/11,Clinton Hill,$130.00 
20200000000000.0,1/2/15,7/21/13,Upper West Side,$113.00 
20200000000000.0,1/3/15,10/9/11,Chelsea,$260.00 
20200000000000.0,1/3/15,4/24/12,West Village,$449.00 
20200000000000.0,1/2/15,6/19/14,Astoria,$120.00 
20200000000000.0,1/2/15,8/27/14,East Flatbush,$70.00 
20200000000000.0,1/2/15,4/24/14,Upper East Side,$140.00 
20200000000000.0,1/3/15,9/21/13,Upper West Side,$60.00 
20200000000000.0,1/2/15,2/14/11,Park Slope,$60.00 
20200000000000.0,1/2/15,6/16/11,Upper East Side,$100.00 
20200000000000.0,1/2/15,7/30/14,Astoria,$93.00 
20200000000000.0,1/3/15,9/17/14,Greenwich Village,$250.00 
20200000000000.0,1/2/15,7/14/12,Flatbush,$39.00 
20200000000000.0,1/3/15,11/6/14,East Harlem,$80.00 
20200000000000.0,1/2/15,12/5/11,Alphabet City,$250.00 
20200000000000.0,1/2/15,6/29/12,Upper West Side,$72.00 
20200000000000.0,1/2/15,10/15/14,Lower East Side,$90.00 
20200000000000.0,1/3/15,8/5/13,Park Slope,$269.00 
20200000000000.0,1/3/15,5/9/14,Upper West Side,$450.00 
20200000000000.0,1/2/15,3/9/14,Lower East Side,$169.00 
20200000000000.0,1/3/15,7/19/10,Williamsburg,$130.00 
20200000000000.0,1/3/15,5/13/11,Astoria,$99.00 
20200000000000.0,1/3/15,2/21/14,Astoria,$99.00 
20200000000000.0,1/2/15,6/3/14,Lower East Side,$165.00 
20200000000000.0,1/2/15,2/25/13,Murray Hill,$265.00 
20200000000000.0,1/3/15,11/15/12,Williamsburg,$120.00 
20200000000000.0,1/2/15,8/5/14,Murray Hill,$349.00 
20200000000000.0,1/3/15,1/14/12,Sheepshead Bay,$65.00 
20200000000000.0,1/2/15,11/23/12,Lower East Side,$225.00 
20200000000000.0,1/2/15,4/28/13,Lower East Side,$85.00 
20200000000000.0,1/2/15,10/16/10,East Flatbush,$100.00 
20200000000000.0,1/2/15,11/1/14,Upper West Side,$275.00 
20200000000000.0,1/2/15,8/16/11,Kensington,$90.00 
20200000000000.0,1/2/15,7/21/12,Lower East Side,$180.00 
20200000000000.0,1/2/15,4/28/14,Upper West Side,$185.00 
20200000000000.0,1/2/15,4/28/14,Greenwich Village,$140.00 
20200000000000.0,1/2/15,10/7/14,Williamsburg,$95.00 
20200000000000.0,1/3/15,12/10/12,College Point,$350.00 
20200000000000.0,1/3/15,5/23/10,Lower East Side,$175.00 
20200000000000.0,1/3/15,6/29/12,Alphabet City,$121.00 
20200000000000.0,1/2/15,11/26/13,Alphabet City,$95.00 
20200000000000.0,1/2/15,9/3/14,Coney Island,$70.00 
20200000000000.0,1/2/15,1/26/12,Upper East Side,$140.00 
20200000000000.0,1/2/15,7/15/11,Upper East Side,$449.00 
20200000000000.0,1/3/15,9/6/12,Williamsburg,$165.00 
20200000000000.0,1/2/15,11/24/11,Chelsea,$469.00 
20200000000000.0,1/2/15,2/27/13,Lower East Side,$180.00 
20200000000000.0,1/3/15,4/23/12,Chelsea,$299.00 
20200000000000.0,1/2/15,6/24/12,Greenwich Village,$170.00 
20200000000000.0,1/2/15,4/11/13,Williamsburg,$75.00 
20200000000000.0,1/3/15,9/28/13,Chelsea,$295.00 
20200000000000.0,1/2/15,3/6/13,Williamsburg,$50.00 
20200000000000.0,1/3/15,4/10/13,Kensington,$120.00 
20200000000000.0,1/2/15,6/20/12,Williamsburg,$250.00 
20200000000000.0,1/2/15,4/24/11,Chelsea,$135.00 
20200000000000.0,1/2/15,5/28/13,Williamsburg,$178.00 
20200000000000.0,1/2/15,9/2/11,Sunnyside,$98.00 
20200000000000.0,1/2/15,5/14/13,Sunnyside,$70.00 
20200000000000.0,1/2/15,5/26/12,Flatbush,$40.00 
20200000000000.0,1/2/15,3/24/13,Brooklyn,$110.00 
20200000000000.0,1/2/15,7/8/10,Clinton Hill,$130.00 
20200000000000.0,1/2/15,5/17/11,Upper West Side,$219.00 
20200000000000.0,1/3/15,9/20/12,Chelsea,$285.00 
20200000000000.0,1/2/15,1/28/13,Lower East Side,$150.00 
20200000000000.0,1/2/15,9/26/10,Williamsburg,$95.00 
20200000000000.0,1/2/15,11/1/13,Chelsea,$85.00 
20200000000000.0,1/3/15,7/28/13,Upper East Side,$180.00 
20200000000000.0,1/3/15,9/29/12,Williamsburg,$145.00 
20200000000000.0,1/3/15,8/14/13,Upper West Side,$197.00 
20200000000000.0,1/3/15,6/30/14,Murray Hill,$150.00 
20200000000000.0,1/3/15,8/11/14,Lower East Side,$135.00 
20200000000000.0,1/2/15,7/23/13,Lower East Side,$99.00 
20200000000000.0,1/2/15,7/2/13,Flatbush,$195.00 
20200000000000.0,1/2/15,12/10/12,Upper West Side,$395.00 
20200000000000.0,1/3/15,8/1/12,Flatbush,$40.00 
20200000000000.0,1/2/15,11/16/09,Williamsburg,$295.00 
20200000000000.0,1/2/15,12/28/10,Carroll Gardens,$275.00 
20200000000000.0,1/2/15,5/4/11,Lower East Side,$170.00 
20200000000000.0,1/2/15,2/14/11,Park Slope,$170.00 
20200000000000.0,1/2/15,5/16/14,Clinton Hill,$199.00 
20200000000000.0,1/2/15,11/23/11,Flatbush,$98.00 
20200000000000.0,1/3/15,7/26/14,Sheepshead Bay,$45.00 
20200000000000.0,1/2/15,3/18/14,Williamsburg,$80.00 
20200000000000.0,1/2/15,12/11/12,Williamsburg,$95.00 
20200000000000.0,1/2/15,3/21/11,Chelsea,$300.00 
20200000000000.0,1/2/15,9/30/12,Williamsburg,$80.00 
20200000000000.0,1/2/15,10/8/14,Clinton Hill,$140.00 
20200000000000.0,1/3/15,11/17/14,Upper East Side,$95.00 
20200000000000.0,1/3/15,11/29/10,Upper East Side,$255.00 
20200000000000.0,1/2/15,2/8/12,Upper East Side,$155.00 
20200000000000.0,1/2/15,1/15/13,Upper East Side,$85.00 
20200000000000.0,1/2/15,6/13/13,Williamsburg,$199.00 
20200000000000.0,1/2/15,11/1/14,Kensington,$149.00 
20200000000000.0,1/2/15,3/15/11,Upper West Side,$80.00 
20200000000000.0,1/2/15,5/28/14,Williamsburg,$75.00 
20200000000000.0,1/2/15,6/27/12,Lower East Side,$79.00 
20200000000000.0,1/3/15,1/6/14,Upper West Side,$170.00 
20200000000000.0,1/2/15,6/6/13,Chelsea,$225.00 
20200000000000.0,1/2/15,4/20/14,Murray Hill,$115.00 
20200000000000.0,1/3/15,1/17/13,Upper East Side,$295.00 
20200000000000.0,1/2/15,9/15/14,Woodside,$58.00 
20200000000000.0,1/2/15,9/9/14,Chelsea,$200.00 
20200000000000.0,1/2/15,6/19/14,Upper West Side,$65.00 
20200000000000.0,1/2/15,11/28/12,Alphabet City,$190.00 
20200000000000.0,1/3/15,9/10/14,Williamsburg,$139.00 
20200000000000.0,1/3/15,1/23/13,Upper East Side,$130.00 
20200000000000.0,1/3/15,7/20/11,Upper West Side,$200.00 
20200000000000.0,1/3/15,4/11/14,Upper East Side,$495.00 
20200000000000.0,1/2/15,11/9/12,Lower East Side,$125.00 
20200000000000.0,1/2/15,1/19/13,Brooklyn Heights,$80.00 
20200000000000.0,1/3/15,2/2/14,Upper East Side,$300.00 
20200000000000.0,1/2/15,3/31/13,Alphabet City,$90.00 
20200000000000.0,1/3/15,4/9/12,Chelsea,$150.00 
20200000000000.0,1/3/15,2/27/12,Flatbush,$120.00 
20200000000000.0,1/2/15,6/15/13,Upper East Side,$170.00 
20200000000000.0,1/2/15,10/13/14,Upper East Side,$300.00 
20200000000000.0,1/3/15,1/23/13,Williamsburg,$99.00 
20200000000000.0,1/3/15,10/6/11,Park Slope,$120.00 
20200000000000.0,1/3/15,12/6/12,Chelsea,$240.00 
20200000000000.0,1/2/15,11/18/14,Astoria,$85.00 
20200000000000.0,1/2/15,7/20/14,Williamsburg,$90.00 
20200000000000.0,1/2/15,8/8/12,Williamsburg,$225.00 
20200000000000.0,1/2/15,7/24/14,Gowanus,$40.00 
20200000000000.0,1/3/15,9/25/14,Upper West Side,$199.00 
20200000000000.0,1/2/15,5/5/11,Williamsburg,$210.00 
20200000000000.0,1/2/15,5/4/13,Chelsea,$150.00 
20200000000000.0,1/3/15,2/9/11,Williamsburg,$165.00 
20200000000000.0,1/3/15,7/8/14,Upper East Side,$115.00 
20200000000000.0,1/2/15,6/29/11,Clinton Hill,$75.00 
20200000000000.0,1/2/15,8/28/13,Williamsburg,$233.00 
20200000000000.0,1/2/15,8/30/12,Alphabet City,$200.00 
20200000000000.0,1/2/15,7/24/12,Sunnyside,$65.00 
20200000000000.0,1/2/15,9/25/12,East Flatbush,$125.00 
20200000000000.0,1/2/15,10/7/14,Williamsburg,$45.00 
20200000000000.0,1/3/15,4/19/13,Alphabet City,$95.00 
20200000000000.0,1/2/15,11/12/13,Williamsburg,$100.00 
20200000000000.0,1/2/15,10/3/14,Williamsburg,$200.00 
20200000000000.0,1/2/15,10/29/10,Clinton Hill,$110.00 
20200000000000.0,1/3/15,9/21/13,Woodlawn,$150.00 
20200000000000.0,1/2/15,2/7/13,Astoria,$50.00 
20200000000000.0,1/3/15,5/4/11,Clinton Hill,$125.00 
20200000000000.0,1/2/15,3/4/14,Gowanus,$175.00 
20200000000000.0,1/2/15,10/9/13,Williamsburg,$160.00 
20200000000000.0,1/3/15,6/29/12,Chelsea,$250.00 
20200000000000.0,1/2/15,7/22/14,Williamsburg,$100.00 
20200000000000.0,1/2/15,7/31/14,Upper West Side,$120.00 
20200000000000.0,1/2/15,1/20/14,Upper West Side,$150.00 
20200000000000.0,1/3/15,4/30/12,Clinton Hill,$100.00 
20200000000000.0,1/2/15,9/14/14,Williamsburg,$80.00 
20200000000000.0,1/2/15,8/12/11,Chelsea,$100.00 
20200000000000.0,1/3/15,11/8/13,Williamsburg,$340.00 
20200000000000.0,1/2/15,7/30/12,Park Slope,$200.00 
20200000000000.0,1/3/15,4/14/14,Stapleton,$75.00 
20200000000000.0,1/2/15,7/21/14,Williamsburg,$225.00 
20200000000000.0,1/2/15,7/5/13,Williamsburg,$100.00 
20200000000000.0,1/2/15,3/3/14,Chelsea,$210.00 
20200000000000.0,1/2/15,3/8/11,Upper West Side,$450.00 
20200000000000.0,1/2/15,10/16/12,Williamsburg,$95.00 
20200000000000.0,1/3/15,5/17/12,Lower East Side,$139.00 
20200000000000.0,1/2/15,5/28/12,Williamsburg,$77.00 
20200000000000.0,1/2/15,11/26/12,Gowanus,$169.00 
